QID,Risk_Category
AR_UTL_20,model_monitoring_drift_management
AR_US_FED_01,bias_fairness_discrimination
AR_US_FED_02,bias_fairness_discrimination
AR_US_FED_03,privacy_personal_data_protection
AR_US_FED_04,ethical_use_principles
AR_US_FED_05,privacy_personal_data_protection
AR_US_FED_06,bias_fairness_discrimination
AR_US_FED_07,bias_fairness_discrimination
AR_US_FED_08,bias_fairness_discrimination
AR_US_FED_09,data_security_protection
AR_US_FED_10,legal_regulatory_compliance
AR_TX_01,privacy_personal_data_protection
AR_TX_02,privacy_personal_data_protection
AR_TX_03,privacy_personal_data_protection
AR_TX_04,ai_impact_assessment
AR_ON_PHIPA_01,privacy_personal_data_protection
AR_ON_PHIPA_02,privacy_personal_data_protection
AR_ON_PHIPA_03,third_party_vendor_supply_chain
AR_QC_FRENCH_01,stakeholder_communication_disclosure
AR_QC_FRENCH_02,model_training_data_management
AR_NY_DFS_01,ai_system_security_adversarial_risk
AR_NY_DFS_02,third_party_vendor_supply_chain
AR_EU_DSA_01,explainability_transparency
AR_EU_DSA_02,ai_impact_assessment
AR_EU_DSA_03,stakeholder_communication_disclosure
AR_EU_MDR_01,legal_regulatory_compliance
AR_EU_MDR_02,policies_procedures_documentation
AR_EU_MIFID_01,model_validation_testing
AR_EU_DATA_ACT_01,privacy_personal_data_protection
AR_EU_ACCESSIBILITY_01,ethical_use_principles
AR_CA_FED_OSFI_01,model_validation_testing
AR_CA_FED_ACCESSIBILITY_01,ethical_use_principles
AR_CA_FED_EMPLOYMENT_01,bias_fairness_discrimination
AR_CA_ST_FEHA_01,bias_fairness_discrimination
AR_CA_ST_AB2013_01,stakeholder_communication_disclosure
AR_CO_EQUAL_PAY_01,ethical_use_principles
AR_BC_HUMAN_RIGHTS_01,bias_fairness_discrimination
AR_NY_ST_HUMAN_RIGHTS_01,bias_fairness_discrimination
AR_EU_GDPR_ARTICLE22_01,explainability_transparency
AR_EU_PRIVACY_BY_DESIGN_01,privacy_personal_data_protection
AR_EU_EQUALITY_DIRECTIVE_01,bias_fairness_discrimination
AR_BC_01,legal_regulatory_compliance
AR_BC_02,privacy_personal_data_protection
AR_BC_03,intended_use_context_scope
AR_BC_04,privacy_personal_data_protection
AR_BC_05,data_security_protection
AR_BC_06,incident_response_recovery
AR_BC_07,model_validation_testing
AR_BC_08,model_training_data_management
AR_BC_09,privacy_personal_data_protection
AR_BC_10,accountability_responsibility_assignment_formal
AR_CA_01,accountability_responsibility_assignment_formal
AR_CA_02,privacy_personal_data_protection
AR_CA_03,intended_use_context_scope
AR_CA_04,privacy_personal_data_protection
AR_CA_05,ai_impact_assessment
AR_CA_06,policies_procedures_documentation
AR_CA_07,data_security_protection
AR_CA_08,stakeholder_communication_disclosure
AR_CA_09,privacy_personal_data_protection
AR_CA_10,legal_regulatory_compliance
AR_CA_11,privacy_personal_data_protection
AR_CA_12,explainability_transparency
AR_CA_13,model_training_data_management
AR_CA_14,incident_response_recovery
AR_CA_15,third_party_vendor_supply_chain
AR_CA_16,human_oversight_intervention
AR_CA_17,legal_regulatory_compliance
AR_CA_18,audit_assurance_review
AR_CA_19,ethical_use_principles
AR_CA_20,bias_fairness_discrimination
AR_CA_ST_01,privacy_personal_data_protection
AR_CA_ST_02,privacy_personal_data_protection
AR_CA_ST_03,ai_impact_assessment
AR_CA_ST_04,intended_use_context_scope
AR_CA_ST_05,stakeholder_communication_disclosure
AR_CA_ST_06,privacy_personal_data_protection
AR_CA_ST_07,legal_regulatory_compliance
AR_CA_ST_08,data_security_protection
AR_CA_ST_09,third_party_vendor_supply_chain
AR_CA_ST_10,audit_assurance_review
AR_CO_01,ai_impact_assessment
AR_CO_02,explainability_transparency
AR_CO_03,bias_fairness_discrimination
AR_CO_04,privacy_personal_data_protection
AR_CO_05,policies_procedures_documentation
AR_CO_06,audit_assurance_review
AR_CO_07,human_oversight_intervention
AR_CO_08,ai_impact_assessment
AR_CO_09,privacy_personal_data_protection
AR_CO_10,risk_management_liability_insurance
AR_EU_01,legal_regulatory_compliance
AR_EU_02,audit_assurance_review
AR_EU_03,ai_impact_assessment
AR_EU_04,policies_procedures_documentation
AR_EU_05,human_oversight_intervention
AR_EU_06,model_training_data_management
AR_EU_07,ai_system_security_adversarial_risk
AR_EU_08,audit_assurance_review
AR_EU_09,explainability_transparency
AR_EU_10,privacy_personal_data_protection
AR_EU_11,model_validation_testing
AR_EU_12,model_monitoring_drift_management
AR_EU_13,incident_response_recovery
AR_EU_14,stakeholder_communication_disclosure
AR_EU_15,ai_impact_assessment
AR_EU_16,policies_procedures_documentation
AR_EU_17,ai_impact_assessment
AR_EU_18,privacy_personal_data_protection
AR_EU_19,bias_fairness_discrimination
AR_EU_20,audit_assurance_review
AR_NY_01,bias_fairness_discrimination
AR_NY_02,stakeholder_communication_disclosure
AR_NY_03,data_security_protection
AR_NY_04,incident_response_recovery
AR_NY_05,human_oversight_intervention
AR_NY_06,explainability_transparency
AR_NY_07,model_training_data_management
AR_NY_08,third_party_vendor_supply_chain
AR_NY_09,model_validation_testing
AR_NY_10,policies_procedures_documentation
AR_ON_01,legal_regulatory_compliance
AR_ON_02,intended_use_context_scope
AR_ON_03,privacy_personal_data_protection
AR_ON_04,privacy_personal_data_protection
AR_ON_05,privacy_personal_data_protection
AR_ON_06,data_security_protection
AR_ON_07,model_validation_testing
AR_ON_08,stakeholder_communication_disclosure
AR_ON_09,policies_procedures_documentation
AR_ON_10,ai_impact_assessment
AR_QC_01,accountability_responsibility_assignment_formal
AR_QC_02,ai_impact_assessment
AR_QC_03,explainability_transparency
AR_QC_04,bias_fairness_discrimination
AR_QC_05,privacy_personal_data_protection
AR_QC_06,model_training_data_management
AR_QC_07,incident_response_recovery
AR_QC_08,privacy_personal_data_protection
AR_QC_09,legal_regulatory_compliance
AR_QC_10,data_security_protection
AR_TX_01_v2,stakeholder_communication_disclosure
AR_TX_02_v2,privacy_personal_data_protection
AR_TX_03_v2,privacy_personal_data_protection
AR_TX_04_v2,intended_use_context_scope
AR_TX_05,privacy_personal_data_protection
AR_TX_06,data_security_protection
AR_TX_07,third_party_vendor_supply_chain
AR_TX_08,ai_impact_assessment
AR_TX_09,incident_response_recovery
AR_TX_10,audit_assurance_review
AR_US_01,legal_regulatory_compliance
AR_US_02,bias_fairness_discrimination
AR_US_03,bias_fairness_discrimination
AR_US_04,policies_procedures_documentation
AR_US_05,legal_regulatory_compliance
AR_US_06,bias_fairness_discrimination
AR_US_07,data_security_protection
AR_US_08,explainability_transparency
AR_US_09,legal_regulatory_compliance
AR_US_10,human_factors_behavioral_risk
AR_US_11,privacy_personal_data_protection
AR_US_12,legal_regulatory_compliance
AR_US_13,bias_fairness_discrimination
AR_US_14,privacy_personal_data_protection
AR_US_15,third_party_vendor_supply_chain
AR_US_16,incident_response_recovery
AR_US_17,legal_regulatory_compliance
AR_US_18,ethical_use_principles
AR_US_19,human_factors_behavioral_risk
AR_US_20,policies_procedures_documentation
AR_ISO_01,policies_procedures_documentation
AR_ISO_02,accountability_responsibility_assignment_formal
AR_ISO_03,risk_management_liability_insurance
AR_ISO_04,policies_procedures_documentation
AR_ISO_05,staff_training_ai_literacy
AR_ISO_06,policies_procedures_documentation
AR_ISO_07,mlops_model_operations_management
AR_ISO_08,ai_impact_assessment
AR_ISO_09,model_training_data_management
AR_ISO_10,model_monitoring_drift_management
AR_ISO_11,audit_assurance_review
AR_ISO_12,accountability_responsibility_assignment_formal
AR_ISO_13,incident_response_recovery
AR_ISO_14,policies_procedures_documentation
AR_ISO_15,mlops_model_operations_management
AR_ISO_16,stakeholder_communication_disclosure
AR_ISO_17,third_party_vendor_supply_chain
AR_ISO_18,explainability_transparency
AR_ISO_19,model_validation_testing
AR_ISO_20,audit_assurance_review
AR_ROI_01,risk_management_liability_insurance
AR_ROI_02,risk_management_liability_insurance
AR_ROI_03,model_monitoring_drift_management
AR_ROI_04,model_training_data_management
AR_ROI_05,intended_use_context_scope
AR_ROI_06,mlops_model_operations_management
AR_ROI_07,staff_training_ai_literacy
AR_ROI_08,accountability_responsibility_assignment_formal
AR_ROI_09,risk_management_liability_insurance
AR_ROI_10,model_training_data_management
AR_ROI_11,mlops_model_operations_management
AR_ROI_12,intended_use_context_scope
AR_ROI_13,model_monitoring_drift_management
AR_ROI_14,mlops_model_operations_management
AR_ROI_15,third_party_vendor_supply_chain
AR_ROI_16,mlops_model_operations_management
AR_ROI_17,staff_training_ai_literacy
AR_ROI_18,risk_management_liability_insurance
AR_ROI_19,intended_use_context_scope
AR_ROI_20,staff_training_ai_literacy
AR_ROI_21,risk_management_liability_insurance
AR_ROI_22,model_validation_testing
AR_ROI_23,model_monitoring_drift_management
AR_ROI_24,privacy_personal_data_protection
AR_ROI_25,risk_management_liability_insurance
AR_PSYCH_01,human_factors_behavioral_risk
AR_PSYCH_02,human_factors_behavioral_risk
AR_PSYCH_03,human_factors_behavioral_risk
AR_PSYCH_04,human_factors_behavioral_risk
AR_PSYCH_05,human_factors_behavioral_risk
AR_COGDEC_01,human_factors_behavioral_risk
AR_COGDEC_02,human_factors_behavioral_risk
AR_COGDEC_03,human_factors_behavioral_risk
AR_COGDEC_04,human_factors_behavioral_risk
AR_COGDEC_05,human_factors_behavioral_risk
AR_MOTIV_01,human_factors_behavioral_risk
AR_MOTIV_02,human_factors_behavioral_risk
AR_MOTIV_03,human_factors_behavioral_risk
AR_MOTIV_04,human_factors_behavioral_risk
AR_MOTIV_05,human_factors_behavioral_risk
AR_MOTIV_06,human_factors_behavioral_risk
AR_MOTIV_07,human_factors_behavioral_risk
AR_MOTIV_08,human_factors_behavioral_risk
AR_MOTIV_09,human_factors_behavioral_risk
AR_MOTIV_10,human_factors_behavioral_risk
AR_DEPR_01,human_factors_behavioral_risk
AR_DEPR_02,human_factors_behavioral_risk
AR_DEPR_03,human_factors_behavioral_risk
AR_DEPR_04,human_factors_behavioral_risk
AR_DEPR_05,human_factors_behavioral_risk
AR_DEPEND_01,human_factors_behavioral_risk
AR_DEPEND_02,human_factors_behavioral_risk
AR_DEPEND_03,human_factors_behavioral_risk
AR_DEPEND_04,human_factors_behavioral_risk
AR_DEPEND_05,human_factors_behavioral_risk
AR_HIRE_01,organizational_change_management
AR_HIRE_02,organizational_change_management
AR_HIRE_03,organizational_change_management
AR_HIRE_04,organizational_change_management
AR_HIRE_05,organizational_change_management
AR_CAREER_01,organizational_change_management
AR_CAREER_02,organizational_change_management
AR_CAREER_03,organizational_change_management
AR_CAREER_04,organizational_change_management
AR_CAREER_05,organizational_change_management
AR_PROCESS_01,organizational_change_management
AR_PROCESS_02,organizational_change_management
AR_PROCESS_03,organizational_change_management
AR_PROCESS_04,organizational_change_management
AR_PROCESS_05,organizational_change_management
AR_PROCESS_06,organizational_change_management
AR_PROCESS_07,organizational_change_management
AR_PROCESS_08,organizational_change_management
AR_PROCESS_09,organizational_change_management
AR_PROCESS_10,organizational_change_management
AR_INST_01,intellectual_property_trade_secrets
AR_INST_02,third_party_vendor_supply_chain
AR_INST_03,intellectual_property_trade_secrets
AR_INST_04,third_party_vendor_supply_chain
AR_INST_05,intellectual_property_trade_secrets
AR_DEPEND3RD_01,third_party_vendor_supply_chain
AR_DEPEND3RD_02,third_party_vendor_supply_chain
AR_DEPEND3RD_03,third_party_vendor_supply_chain
AR_DEPEND3RD_04,third_party_vendor_supply_chain
AR_DEPEND3RD_05,operational_resilience
AR_FOREIGN_01,geopolitical_regulatory_risk
AR_FOREIGN_02,data_residency_cross_border
AR_FOREIGN_03,geopolitical_regulatory_risk
AR_FOREIGN_04,geopolitical_regulatory_risk
AR_FOREIGN_05,third_party_vendor_supply_chain
